Names,Games,Minutes,Points,OffRebounds,Rebounds,Assists,Steals,Blocks,Fgm,Fga,Fta,Fg%,3pm,3pa,3p%,Ftm,Ft%
Jalen Johnson,13,278,146,20,79,29,15,16,57,109,38,.523,8,18,.444,24,.632
James Johnson,30,875,438,93,244,37,41,40,164,337,119,.487,28,100,.280,82,.689
Keldon Johnson,37,1137,498,49,217,60,28,6,172,373,155,.461,45,118,.381,109,.703
Keon Johnson,27,688,306,29,95,67,30,12,111,247,101,.449,13,48,.271,71,.703
Stanley Johnson,38,1081,523,75,247,63,57,15,174,390,178,.446,43,116,.371,132,.742
Nikola Jokić,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Carlik Jones,36,1094,423,21,142,113,40,8,144,349,129,.413,36,118,.305,99,.767
Damian Jones,31,798,349,57,176,7,9,43,138,254,134,.543,0,0,,73,.545
Derrick Jones Jr.,30,646,345,52,134,24,27,40,129,219,133,.589,8,39,.205,79,.594
Herbert Jones,35,741,147,29,122,48,44,22,58,142,48,.408,7,26,.269,24,.500
Kai Jones,27,450,97,28,87,10,14,30,38,76,22,.500,7,24,.292,14,.636
Tre Jones,36,1230,338,32,135,192,68,6,132,319,62,.414,27,103,.262,47,.758
Tyus Jones,39,1322,461,19,137,217,59,3,135,324,162,.417,47,124,.379,144,.889
DeAndre Jordan,35,703,278,66,210,15,7,44,113,183,119,.617,0,0,,52,.437
Cory Joseph,36,1166,375,23,128,109,37,11,136,322,73,.422,52,126,.413,51,.699
Nikola Jović,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Johnny Juzang,28,344,82,13,54,9,5,2,29,77,12,.377,14,43,.326,10,.833
Mfiondu Kabengele,34,503,245,63,158,10,15,29,85,173,99,.491,10,26,.385,65,.657
Frank Kaminsky,35,271,63,22,50,10,4,13,23,56,14,.411,10,35,.286,7,.500
Trevor Keels,36,1087,413,30,124,98,44,2,147,351,97,.419,54,173,.312,65,.670
Luke Kennard,36,961,425,35,129,55,34,6,141,335,99,.421,55,172,.320,88,.889
Walker Kessler,29,254,127,45,94,9,15,25,52,90,41,.578,1,4,.250,22,.537
Braxton Key,34,1012,407,54,193,86,21,21,139,321,153,.433,32,97,.330,97,.634
Louis King,31,943,417,41,171,40,27,7,148,340,79,.435,59,153,.386,62,.785
Corey Kispert,35,680,236,37,111,26,10,6,86,187,36,.460,40,114,.351,24,.667
Maxi Kleber,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Nathan Knight,31,534,254,42,135,33,12,41,96,166,101,.578,2,12,.167,60,.594
Kevin Knox,37,1198,576,33,200,53,31,10,196,440,164,.445,57,167,.341,127,.774
Christian Koloko,28,233,63,27,67,5,9,25,28,58,20,.483,0,1,.000,7,.350
John Konchar,34,1211,441,91,312,92,71,9,163,279,119,.584,29,66,.439,86,.723
Furkan Korkmaz,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Luke Kornet,30,461,119,19,68,23,9,17,45,131,15,.344,21,89,.236,8,.533
Vit Krejci,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jonathan Kuminga,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Kyle Kuzma,31,252,103,10,55,19,1,5,36,79,36,.456,11,34,.324,20,.556
Anthony Lamb,35,787,447,68,192,24,27,43,171,334,106,.512,26,63,.413,79,.745
Jock Landale,21,105,45,3,19,2,0,5,19,31,13,.613,0,0,,7,.538
Romeo Langford,32,1090,528,45,172,75,25,26,177,395,194,.448,34,125,.272,140,.722
Jake LaRavia,30,739,283,77,176,47,16,35,111,210,80,.529,11,27,.407,50,.625
Zach LaVine,37,904,349,18,94,66,33,6,127,288,68,.441,48,128,.375,47,.691
A.J. Lawson,29,868,388,27,125,83,32,7,130,316,120,.411,48,134,.358,80,.667
Damion Lee,36,1042,432,35,157,62,30,12,142,313,110,.454,63,168,.375,85,.773
Saben Lee,32,857,338,22,95,99,39,5,115,249,117,.462,23,75,.307,85,.726
Alex Len,22,466,131,36,119,13,4,47,52,94,46,.553,0,1,.000,27,.587
Kawhi Leonard,34,1064,433,119,336,65,47,24,166,365,117,.455,16,78,.205,85,.726
Meyers Leonard,33,272,68,10,41,5,5,13,28,58,17,.483,0,1,.000,12,.706
Caris LeVert,33,354,76,6,36,25,6,2,28,89,14,.315,13,43,.302,7,.500
Kira Lewis Jr.,34,1075,458,13,87,98,28,10,157,363,115,.433,54,151,.358,90,.783
Damian Lillard,31,911,356,9,120,89,33,6,119,274,82,.434,49,131,.374,69,.841
Nassir Little,36,656,353,57,166,24,19,19,131,274,100,.478,14,52,.269,77,.770
Isaiah Livers,40,604,137,36,93,16,12,11,54,114,12,.474,21,58,.362,8,.667
Kenneth Lofton Jr.,32,729,389,80,241,47,33,23,148,261,156,.567,0,0,,93,.596
Kevon Looney,36,1113,416,122,331,51,46,32,151,321,147,.470,22,53,.415,92,.626
Brook Lopez,26,654,328,45,156,20,11,45,140,282,65,.496,3,15,.200,45,.692
Robin Lopez,31,743,234,78,172,29,5,73,96,200,77,.480,0,1,.000,42,.545
Kevin Love,39,1156,681,142,415,75,27,56,227,406,258,.559,29,82,.354,198,.767
Kyle Lowry,24,557,180,22,76,49,31,5,64,152,74,.421,5,22,.227,47,.635
Trey Lyles,36,828,313,65,188,38,19,16,117,240,102,.488,4,29,.138,75,.735
Théo Maledon,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Sandro Mamukelashvili,34,325,87,27,63,16,8,16,32,68,25,.471,8,27,.296,15,.600
Terance Mann,34,577,177,44,126,30,21,7,73,125,59,.584,4,13,.308,27,.458
Tre Mann,29,516,155,8,55,20,17,2,57,160,29,.356,22,80,.275,19,.655
Boban Marjanović,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Lauri Markkanen,37,1140,576,88,266,32,15,19,185,376,164,.492,69,163,.423,137,.835
Naji Marshall,35,764,271,41,154,57,23,10,96,181,85,.530,15,43,.349,64,.753
Caleb Martin,36,598,172,26,103,26,11,12,53,149,59,.356,25,82,.305,41,.695
Cody Martin,19,216,65,17,38,23,9,6,28,59,17,.475,0,7,.000,9,.529
Kenyon Martin Jr.,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Tyrese Martin,33,892,266,62,172,33,27,9,99,237,54,.418,33,106,.311,35,.648
Garrison Mathews,33,687,361,34,111,51,28,8,118,293,82,.403,65,186,.349,60,.732
Bennedict Mathurin,26,650,280,32,124,30,18,2,88,187,78,.471,38,91,.418,66,.846
Wesley Matthews,23,573,207,34,93,51,29,5,65,163,80,.399,14,32,.438,63,.788
Tyrese Maxey,31,1069,433,12,133,99,27,12,150,351,120,.427,33,113,.292,100,.833
Skylar Mays,31,711,256,16,69,113,40,2,83,202,85,.411,21,64,.328,69,.812
Miles McBride,31,688,296,16,73,56,35,15,102,254,91,.402,24,79,.304,68,.747
Mac McClung,29,767,380,22,76,58,24,4,127,324,109,.392,39,141,.277,87,.798
CJ McCollum,33,1052,631,46,165,79,43,7,203,442,189,.459,72,171,.421,153,.810
T.J. McConnell,32,979,344,23,121,140,91,5,132,265,60,.498,39,97,.402,41,.683
Jaden McDaniels,31,963,402,34,180,65,24,43,136,336,114,.405,43,127,.339,87,.763
Jalen McDaniels,33,815,345,74,248,29,27,19,126,215,113,.586,4,19,.211,89,.788
Doug McDermott,39,1133,581,82,280,45,11,4,220,419,126,.525,47,116,.405,94,.746
JaVale McGee,33,330,108,31,72,3,6,30,45,75,34,.600,2,3,.667,16,.471
Bryce McGowens,31,1032,522,22,161,43,22,10,160,397,195,.403,40,146,.274,162,.831
Rodney McGruder,33,406,128,37,91,17,10,10,46,93,25,.495,18,43,.419,18,.720
Jordan McLaughlin,22,696,266,11,66,100,33,5,89,253,92,.352,28,103,.272,60,.652
De'Anthony Melton,36,972,300,50,170,125,69,37,101,231,109,.437,21,74,.284,77,.706
Sam Merrill,30,802,282,12,94,98,29,5,100,222,41,.450,46,102,.451,36,.878
Chimezie Metu,34,628,217,54,123,18,19,54,88,170,80,.518,0,1,.000,41,.513
Khris Middleton,34,710,245,41,125,37,29,10,79,190,72,.416,33,102,.324,54,.750
Patty Mills,32,1027,472,14,67,111,57,3,161,375,117,.429,61,189,.323,89,.761
Shake Milton,30,980,315,9,89,82,24,8,113,237,51,.477,52,122,.426,37,.725
Justin Minaya,32,860,254,52,134,47,20,8,90,231,51,.390,39,107,.364,35,.686
Josh Minott,33,483,217,52,124,31,27,22,83,159,65,.522,2,14,.143,49,.754
Davion Mitchell,34,582,126,9,39,63,18,1,45,105,31,.429,15,52,.288,21,.677
Donovan Mitchell,31,591,229,34,104,52,25,3,84,190,57,.442,18,72,.250,43,.754
Evan Mobley,33,1120,540,90,286,79,26,95,197,341,193,.578,12,40,.300,134,.694
Isaiah Mobley,31,630,191,48,164,30,20,20,73,154,71,.474,8,28,.286,37,.521
Chima Moneke,36,981,526,92,341,29,32,51,192,364,220,.527,0,0,,142,.645
Malik Monk,38,1218,754,12,95,87,36,19,251,558,180,.450,104,262,.397,148,.822
Moses Moody,32,1082,539,64,184,51,33,21,165,386,186,.427,58,162,.358,151,.812
Xavier Moon,37,897,376,17,95,68,35,4,135,284,78,.475,47,114,.412,59,.756
Wendell Moore Jr.,25,600,186,40,106,47,22,6,64,154,67,.416,4,19,.211,54,.806
Ja Morant,32,1088,405,55,208,201,30,13,133,290,139,.459,27,88,.307,112,.806
Marcus Morris,35,646,258,66,166,38,36,12,94,190,106,.495,6,15,.400,64,.604
Markieff Morris,35,547,162,51,155,34,14,25,60,134,60,.448,3,16,.188,39,.650
Monte Morris,36,1013,243,18,92,134,46,7,77,179,72,.430,28,69,.406,61,.847
Trey Murphy III,32,660,269,18,82,22,15,16,84,190,51,.442,64,152,.421,37,.725
Dejounte Murray,34,1139,548,48,203,151,62,10,202,486,166,.416,34,118,.288,110,.663
Jamal Murray,36,1267,720,53,186,79,35,11,244,538,152,.454,113,277,.408,119,.783
Keegan Murray,31,558,224,50,158,17,26,39,84,166,53,.506,16,54,.296,40,.755
Mike Muscala,30,745,296,49,148,23,9,65,116,251,72,.462,6,20,.300,58,.806
Svi Mykhailiuk,26,291,72,8,31,17,8,1,26,85,6,.306,15,52,.288,5,.833
Larry Nance Jr.,33,590,136,42,131,13,25,19,49,106,43,.462,3,9,.333,35,.814
Andrew Nembhard,36,1184,289,6,103,194,44,2,106,256,55,.414,35,101,.347,42,.764
Aaron Nesmith,32,928,353,34,177,45,23,18,114,291,80,.392,59,175,.337,66,.825
Raul Neto,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Georges Niang,35,878,422,47,160,64,23,8,157,305,100,.515,38,97,.392,70,.700
Daishen Nix,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Zeke Nnaji,32,981,515,99,276,27,23,28,179,314,200,.570,5,17,.294,152,.760
Nerlens Noel,24,765,251,65,227,38,50,106,98,166,104,.590,0,0,,55,.529
Jaylen Nowell,34,1106,545,33,135,92,36,9,203,450,125,.451,39,111,.351,100,.800
Frank Ntilikina,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Kendrick Nunn,35,682,218,7,58,39,21,5,83,182,26,.456,31,80,.388,21,.808
Jusuf Nurkić,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jordan Nwora,28,336,159,15,62,11,17,3,52,112,39,.464,25,57,.439,30,.769
Royce O'Neale,31,836,308,36,181,66,43,13,98,192,96,.510,29,75,.387,83,.865
Chuma Okeke,34,734,255,69,197,38,23,25,92,201,55,.458,34,87,.391,37,.673
Josh Okogie,37,1141,596,55,201,61,48,27,194,428,241,.453,28,73,.384,180,.747
Onyeka Okongwu,28,858,454,92,242,30,34,76,175,284,143,.616,1,4,.250,103,.720
Isaac Okoro,28,881,360,53,124,57,26,25,125,243,134,.514,20,70,.286,90,.672
KZ Okpala,23,655,231,27,86,41,23,13,75,191,109,.393,7,31,.226,74,.679
Victor Oladipo,32,576,236,51,119,28,34,7,88,161,85,.547,8,26,.308,52,.612
Kelly Olynyk,34,419,130,31,93,26,18,5,49,98,47,.500,4,18,.222,28,.596
Eugene Omoruyi,33,395,78,32,73,34,15,9,29,83,32,.349,0,11,.000,20,.625
Cedi Osman,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Kelly Oubre Jr.,36,756,333,41,179,28,41,13,110,248,110,.444,34,95,.358,79,.718
Chris Paul,31,1041,460,21,101,183,84,12,135,272,178,.496,40,86,.465,150,.843
Cameron Payne,34,1111,572,10,123,185,57,20,190,470,155,.404,72,211,.341,120,.774
Gary Payton II,31,1125,416,64,231,98,95,37,162,334,98,.485,27,92,.293,65,.663
Theo Pinson,24,300,68,21,72,37,14,5,25,68,18,.368,7,26,.269,11,.611
Scotty Pippen Jr.,32,952,384,16,88,114,35,4,108,275,189,.393,34,94,.362,134,.709
Mason Plumlee,34,480,125,39,105,30,18,30,49,106,46,.462,2,8,.250,25,.543
Jakob Poeltl,34,792,311,92,230,23,12,63,128,188,124,.681,0,1,.000,55,.444
Aleksej Pokusevski,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jordan Poole,38,476,233,3,53,22,20,6,75,175,52,.429,40,108,.370,43,.827
Kevin Porter Jr.,21,464,200,20,84,30,17,11,74,157,46,.471,28,68,.412,24,.522
Michael Porter Jr.,3,53,30,4,20,1,3,1,10,30,9,.333,3,10,.300,7,.778
Otto Porter Jr.,33,980,321,66,225,51,37,27,125,238,84,.525,12,53,.226,59,.702
Bobby Portis,34,918,418,86,230,50,35,54,161,316,118,.509,9,33,.273,87,.737
Kristaps Porziņģis,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Micah Potter,30,422,124,35,92,8,8,11,43,99,35,.434,17,51,.333,21,.600
Dwight Powell,31,756,252,43,160,30,24,28,88,187,101,.471,7,25,.280,69,.683
Norman Powell,33,586,151,9,74,39,16,9,58,154,15,.377,26,75,.347,9,.600
Jason Preston,30,886,180,21,107,103,25,3,72,166,34,.434,10,48,.208,26,.765
Joshua Primo,30,674,244,31,101,25,17,9,84,195,44,.431,43,113,.381,33,.750
Taurean Prince,24,154,88,21,52,3,9,2,35,60,22,.583,2,6,.333,16,.727
Payton Pritchard,39,1105,288,23,131,141,45,3,96,244,63,.393,50,143,.350,46,.730
Trevelin Queen,25,381,194,33,72,42,25,19,75,158,26,.475,28,80,.350,16,.615
Neemias Queta,35,947,414,86,311,57,23,84,167,272,138,.614,2,5,.400,78,.565
Immanuel Quickley,37,683,193,2,65,44,16,1,55,148,64,.372,30,87,.345,53,.828
Lester Quinones,26,766,278,22,99,57,20,3,78,194,107,.402,36,115,.313,86,.804
Julius Randle,40,1233,599,139,416,57,20,31,196,391,289,.501,3,18,.167,204,.706
Austin Reaves,33,390,134,10,59,37,12,10,39,87,37,.448,28,55,.509,28,.757
Cam Reddish,36,1069,485,20,133,70,56,21,154,432,114,.356,89,267,.333,88,.772
Davon Reed,33,683,217,12,55,38,16,4,71,207,52,.343,40,112,.357,35,.673
Paul Reed,28,276,100,27,86,10,15,13,43,83,19,.518,3,14,.214,11,.579
Naz Reid,34,926,463,86,245,29,25,23,171,365,128,.468,28,84,.333,93,.727
Jared Rhoden,34,436,114,37,89,12,18,9,39,114,37,.342,15,61,.246,21,.568
Nick Richards,37,543,189,55,163,9,3,33,69,112,71,.616,0,0,,51,.718
Josh Richardson,34,543,97,18,47,24,18,19,36,102,25,.353,9,38,.237,16,.640
Austin Rivers,34,1129,527,21,115,71,33,1,174,402,184,.433,58,159,.365,121,.658
Duncan Robinson,36,1040,402,22,126,65,23,8,134,293,44,.457,95,211,.450,39,.886
Mitchell Robinson,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Orlando Robinson,30,818,365,64,198,47,25,29,127,258,139,.492,13,52,.250,98,.705
Jeremiah Robinson-Earl,31,1013,326,79,290,60,35,17,113,249,97,.454,21,64,.328,79,.814
Isaiah Roby,30,457,94,36,88,22,16,25,37,94,21,.394,4,20,.200,16,.762
David Roddy,32,820,365,54,178,57,20,24,131,282,119,.465,15,77,.195,88,.739
Ryan Rollins,30,907,410,31,156,76,33,4,146,339,98,.431,41,127,.323,77,.786
Derrick Rose,40,1168,597,54,181,189,48,15,208,436,205,.477,35,104,.337,146,.712
Terrence Ross,34,593,273,29,96,33,19,12,102,230,33,.443,44,125,.352,25,.758
Terry Rozier,37,699,259,28,114,67,38,2,93,232,52,.401,36,97,.371,37,.712
Ricky Rubio,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
D'Angelo Russell,35,1188,675,35,198,175,55,11,231,515,156,.449,95,231,.411,118,.756
Matt Ryan,36,521,185,4,60,18,9,3,60,144,24,.417,46,123,.374,19,.792
Domantas Sabonis,38,822,369,82,268,33,17,12,145,217,119,.668,0,0,,79,.664
Luka Šamanić,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Dario Šarić,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Olivier Sarr,30,453,97,30,89,11,10,21,32,92,45,.348,6,24,.250,27,.600
Jordan Schakel,33,455,106,18,68,19,12,3,33,100,19,.330,27,78,.346,13,.684
Admiral Schofield,32,598,244,43,129,29,12,10,92,207,39,.444,25,83,.301,35,.897
Dennis Schröder,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jay Scrubb,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Dereon Seabron,24,408,124,27,83,19,16,7,50,103,33,.485,5,20,.250,19,.576
Alperen Şengün,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Collin Sexton,33,987,632,34,124,119,28,3,196,438,252,.447,44,131,.336,196,.778
Landry Shamet,3,53,26,3,8,5,5,1,7,16,12,.438,3,10,.300,9,.750
Day'Ron Sharpe,29,556,275,97,219,42,23,26,112,216,101,.519,0,2,.000,51,.505
Shaedon Sharpe,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Pascal Siakam,34,1048,436,111,262,45,28,61,166,290,137,.572,0,2,.000,104,.759
Chris Silva,32,425,173,56,143,6,14,28,53,110,110,.482,0,0,,67,.609
Ben Simmons,33,1151,632,103,388,158,65,27,216,386,297,.560,1,3,.333,199,.670
Kobi Simmons,37,871,323,13,60,73,24,3,111,281,89,.395,32,98,.327,69,.775
Marko Simonovic,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Anfernee Simons,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jericho Sims,34,628,171,39,133,7,11,18,71,117,68,.607,0,1,.000,29,.426
Marcus Smart,33,1106,507,50,192,139,99,22,151,374,215,.404,38,131,.290,167,.777
Dennis Smith Jr.,32,1114,580,26,146,197,62,14,191,420,200,.455,55,153,.359,143,.715
Dru Smith,28,630,149,7,74,81,23,12,53,119,33,.445,16,49,.327,27,.818
Ish Smith,31,927,269,14,117,186,36,1,102,238,91,.429,23,65,.354,42,.462
Jabari Smith Jr.,34,978,576,32,252,68,37,35,183,427,164,.429,79,188,.420,131,.799
Jalen Smith,33,880,386,90,225,29,14,40,145,295,117,.492,19,71,.268,77,.658
Xavier Sneed,35,639,247,29,90,22,33,7,78,182,73,.429,38,112,.339,53,.726
Jeremy Sochan,30,754,277,59,191,53,38,21,100,211,90,.474,24,81,.296,53,.589
Jaden Springer,25,648,313,26,88,73,30,11,106,227,100,.467,20,46,.435,81,.810
Lamar Stevens,33,918,419,54,183,55,27,21,148,345,146,.429,11,32,.344,112,.767
Isaiah Stewart,32,1031,543,88,281,27,17,66,192,337,199,.570,5,20,.250,154,.774
Max Strus,31,1104,521,48,175,85,40,16,171,419,122,.408,81,243,.333,98,.803
Jalen Suggs,30,868,431,18,160,136,57,10,155,308,114,.503,35,104,.337,86,.754
Edmond Sumner,6,43,8,2,5,6,2,0,2,10,6,.200,0,3,.000,4,.667
Cole Swider,21,201,73,10,26,12,3,1,24,64,19,.375,13,46,.283,12,.632
Jae'Sean Tate,35,771,308,66,175,12,31,21,126,214,102,.589,3,19,.158,53,.520
Jayson Tatum,29,966,488,39,213,62,39,33,165,365,139,.452,40,117,.342,118,.849
Terry Taylor,34,1070,530,133,291,25,20,34,196,362,137,.541,38,88,.432,100,.730
Garrett Temple,36,1207,182,18,94,99,38,31,65,194,37,.335,27,109,.248,25,.676
Dalen Terry,26,539,119,20,83,38,19,10,39,94,44,.415,14,43,.326,27,.614
Daniel Theis,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Cam Thomas,29,986,668,18,98,42,25,6,203,500,220,.406,68,209,.325,194,.882
Klay Thompson,33,1092,414,27,138,62,30,20,159,378,31,.421,68,165,.412,28,.903
JT Thor,27,622,253,44,136,23,22,37,84,191,85,.440,22,74,.297,63,.741
Matisse Thybulle,34,819,211,38,109,55,39,32,71,179,49,.397,34,93,.366,35,.714
Xavier Tillman Sr.,35,305,99,35,92,10,9,23,39,60,32,.650,0,0,,21,.656
Isaiah Todd,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Obi Toppin,33,873,475,50,186,61,21,28,201,302,87,.666,11,21,.524,62,.713
Juan Toscano-Anderson,24,109,16,7,20,4,4,1,5,13,9,.385,0,0,,6,.667
Karl-Anthony Towns,39,822,401,92,261,44,18,88,145,256,134,.566,2,8,.250,109,.813
Gary Trent Jr.,37,1253,536,31,157,52,43,5,177,427,97,.415,97,241,.402,85,.876
P.J. Tucker,33,742,342,105,225,27,29,6,133,243,117,.547,0,0,,76,.650
Myles Turner,34,755,345,44,222,20,10,89,117,257,112,.455,17,62,.274,94,.839
Stanley Umude,37,1028,440,41,171,41,37,30,162,352,87,.460,53,143,.371,63,.724
Jonas Valančiūnas,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Jarred Vanderbilt,14,238,82,46,110,14,6,11,29,68,38,.426,0,1,.000,24,.632
Fred VanVleet,39,630,167,13,72,89,35,2,59,153,40,.386,20,49,.408,29,.725
Devin Vassell,33,353,149,13,51,21,18,10,52,119,28,.437,26,62,.419,19,.679
Gabe Vincent,28,733,284,15,60,60,24,4,97,229,50,.424,57,137,.416,33,.660
Noah Vonleh,30,794,338,71,269,18,26,41,113,216,134,.523,16,33,.485,96,.716
Nikola Vučević,23,254,59,22,61,7,9,9,26,45,8,.578,0,3,.000,7,.875
Dean Wade,33,871,328,67,168,37,20,17,111,256,122,.434,26,89,.292,80,.656
Franz Wagner,27,831,312,24,151,27,34,16,113,250,54,.452,41,132,.311,45,.833
Moritz Wagner,30,258,86,20,48,4,6,6,37,61,18,.607,2,12,.167,10,.556
Ish Wainright,32,291,61,20,47,34,9,1,21,48,32,.438,3,10,.300,16,.500
Jabari Walker,26,369,198,34,113,13,12,12,70,133,45,.526,23,44,.523,35,.778
Kemba Walker,36,907,321,31,125,104,38,6,110,234,123,.470,13,48,.271,88,.715
Lonnie Walker IV,32,888,368,13,83,61,30,15,132,318,65,.415,56,162,.346,48,.738
John Wall,37,1288,616,30,159,241,66,19,202,438,232,.461,37,114,.325,175,.754
T.J. Warren,35,944,425,74,146,28,42,15,186,299,72,.622,14,27,.519,39,.542
Duane Washington Jr.,35,600,245,9,87,37,10,0,91,246,34,.370,41,134,.306,22,.647
P.J. Washington,37,1012,401,67,211,57,28,31,135,260,208,.519,5,21,.238,126,.606
TyTy Washington Jr.,31,905,388,20,107,120,40,6,152,337,64,.451,36,103,.350,48,.750
Yuta Watanabe,35,787,260,29,124,22,15,21,86,224,59,.384,39,112,.348,49,.831
Lindy Waters III,23,367,131,19,42,19,14,1,46,93,28,.495,19,43,.442,20,.714
Trendon Watford,31,979,421,66,224,53,27,22,157,321,132,.489,18,67,.269,89,.674
Peyton Watson,32,405,105,29,92,26,19,19,38,118,32,.322,7,31,.226,22,.688
Blake Wesley,35,1027,504,24,129,84,44,2,178,441,143,.404,54,178,.303,94,.657
Russell Westbrook,36,325,122,8,28,24,14,1,48,105,31,.457,9,22,.409,17,.548
Coby White,35,999,562,12,124,143,38,11,188,444,130,.423,82,232,.353,104,.800
Derrick White,34,1116,615,35,139,148,42,49,205,404,182,.507,57,144,.396,148,.813
Jack White,10,61,21,2,13,1,1,2,6,9,10,.667,1,2,.500,8,.800
Joe Wieskamp,35,971,388,48,172,39,31,16,125,256,103,.488,59,139,.424,79,.767
Aaron Wiggins,34,798,282,34,113,27,26,6,97,252,30,.385,62,150,.413,26,.867
Andrew Wiggins,35,1148,597,76,205,54,41,34,189,422,227,.448,43,126,.341,176,.775
Lindell Wigginton,31,1022,518,20,116,88,28,13,171,413,162,.414,69,172,.401,107,.660
Alondes Williams,31,516,187,11,60,18,11,2,71,162,44,.438,17,60,.283,28,.636
Donovan Williams,26,285,86,6,26,8,13,4,32,87,17,.368,10,41,.244,12,.706
Grant Williams,32,814,402,94,189,36,26,61,132,262,189,.504,12,32,.375,126,.667
Jalen Williams,33,841,254,10,94,62,44,17,89,204,59,.436,31,88,.352,45,.763
Jaylin Williams,26,414,96,29,121,21,12,18,33,69,31,.478,7,23,.304,23,.742
Jeenathan Williams,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP
Kenrich Williams,33,917,283,93,221,46,30,32,102,214,112,.477,11,31,.355,68,.607
Mark Williams,23,350,164,44,103,17,13,32,71,107,41,.664,0,0,,22,.537
Patrick Williams,29,653,268,38,116,29,29,30,95,207,74,.459,16,50,.320,62,.838
Robert Williams,31,801,369,94,253,44,21,77,154,276,100,.558,2,18,.111,59,.590
Vince Williams Jr.,33,512,161,34,109,34,34,13,50,109,80,.459,6,25,.240,55,.688
Ziaire Williams,20,558,214,10,91,44,17,11,76,203,49,.374,23,79,.291,39,.796
