PER,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Fgm,Fga,Fta,Fgp,Tpm,Tpa,Tpp,Ftm,Ftp
9.1,34,918.0,329,166,63.0,34.0,12.0,132,226,74,0.584,14,41,0.341,51,0.689
19.1,32,748.0,311,266,9.0,19.0,62.0,133,219,128,0.607,0,0,0.0,45,0.352
10.0,37,719.0,161,139,40.0,27.0,11.0,60,128,42,0.469,17,47,0.362,24,0.571
11.0,35,1093.0,396,217,111.0,55.0,7.0,143,322,105,0.444,32,110,0.291,78,0.743
17.2,40,959.0,383,70,100.0,28.0,0.0,126,279,106,0.452,49,128,0.383,82,0.774
20.0,35,791.0,415,202,34.0,17.0,32.0,157,230,136,0.683,5,15,0.333,96,0.706
10.1,27,392.0,166,76,16.0,18.0,3.0,62,169,23,0.367,29,98,0.296,13,0.565
5.2,32,402.0,222,69,17.0,35.0,14.0,87,182,68,0.478,4,8,0.5,44,0.647
12.2,34,910.0,348,106,93.0,33.0,3.0,117,296,68,0.395,60,171,0.351,54,0.794
5.7,31,588.0,182,100,23.0,13.0,36.0,69,166,25,0.416,33,84,0.393,11,0.44
16.5,34,584.0,155,114,22.0,28.0,12.0,59,122,23,0.484,26,55,0.473,11,0.478
11.9,32,1028.0,422,166,38.0,58.0,11.0,152,384,81,0.396,65,214,0.304,53,0.654
12.5,31,772.0,552,272,30.0,22.0,49.0,199,345,218,0.577,8,21,0.381,146,0.67
10.6,35,832.0,285,82,62.0,67.0,3.0,95,264,61,0.36,48,153,0.314,47,0.77
16.8,37,997.0,501,335,74.0,30.0,76.0,179,319,168,0.561,19,46,0.413,124,0.738
13.5,26,269.0,70,38,54.0,20.0,7.0,25,58,23,0.431,7,18,0.389,13,0.565
11.3,33,815.0,182,107,112.0,61.0,15.0,62,166,75,0.373,13,49,0.265,45,0.6
13.4,32,819.0,318,208,24.0,39.0,26.0,121,267,69,0.453,24,77,0.312,52,0.754
13.2,33,1085.0,419,232,22.0,36.0,28.0,153,363,103,0.421,33,126,0.262,80,0.777
10.6,34,1048.0,473,110,161.0,74.0,8.0,182,392,99,0.464,49,128,0.383,60,0.606
7.4,35,1078.0,324,121,51.0,18.0,17.0,112,293,74,0.382,39,123,0.317,61,0.824
11.9,15,446.0,214,71,21.0,22.0,8.0,76,176,55,0.432,18,59,0.305,44,0.8
20.4,31,728.0,274,174,46.0,22.0,38.0,109,172,98,0.634,1,6,0.167,55,0.561
15.6,27,672.0,310,56,52.0,20.0,3.0,97,224,121,0.433,20,66,0.303,96,0.793
19.4,33,485.0,130,129,6.0,5.0,42.0,44,98,65,0.449,8,22,0.364,34,0.523
11.0,33,1097.0,404,127,102.0,35.0,5.0,131,292,146,0.449,32,95,0.337,110,0.753
19.1,31,446.0,227,122,7.0,9.0,23.0,81,148,94,0.547,0,0,0.0,65,0.691
13.1,39,673.0,390,230,16.0,18.0,69.0,135,207,148,0.652,10,21,0.476,110,0.743
12.2,23,139.0,43,36,5.0,1.0,7.0,16,33,16,0.485,0,0,0.0,11,0.688
11.4,34,820.0,239,150,30.0,17.0,5.0,85,201,37,0.423,41,120,0.342,28,0.757
14.3,32,825.0,248,194,49.0,24.0,47.0,97,181,83,0.536,3,16,0.188,51,0.614
13.1,32,873.0,368,208,37.0,34.0,35.0,134,313,79,0.428,37,96,0.385,63,0.797
11.2,30,916.0,431,216,44.0,29.0,11.0,155,408,78,0.38,68,214,0.318,53,0.679
9.3,37,978.0,415,177,67.0,41.0,27.0,145,319,108,0.455,55,144,0.382,70,0.648
13.2,27,956.0,544,167,94.0,43.0,21.0,175,400,156,0.438,62,155,0.4,132,0.846
13.7,35,1277.0,707,153,79.0,48.0,9.0,243,583,143,0.417,102,294,0.347,119,0.832
13.4,20,132.0,36,18,6.0,7.0,2.0,13,30,19,0.433,3,11,0.273,7,0.368
10.1,33,852.0,282,157,143.0,32.0,12.0,99,214,81,0.463,25,83,0.301,59,0.728
18.3,35,510.0,184,140,13.0,26.0,11.0,66,136,35,0.485,26,68,0.382,26,0.743
15.1,20,465.0,152,109,6.0,14.0,19.0,65,118,41,0.551,0,1,0.0,22,0.537
9.7,34,1236.0,412,119,153.0,40.0,0.0,121,310,113,0.39,74,186,0.398,96,0.85
14.2,32,796.0,289,191,26.0,11.0,28.0,117,216,84,0.542,3,14,0.214,52,0.619
10.9,32,449.0,121,82,6.0,8.0,39.0,50,92,33,0.543,3,11,0.273,18,0.545
13.6,37,918.0,371,135,46.0,28.0,13.0,134,313,125,0.428,26,77,0.338,77,0.616
15.5,36,988.0,360,131,64.0,27.0,9.0,99,246,147,0.402,42,96,0.438,120,0.816
10.7,36,1083.0,484,155,71.0,29.0,7.0,153,347,156,0.441,67,165,0.406,111,0.712
10.8,34,1072.0,547,145,79.0,52.0,7.0,174,430,207,0.405,54,176,0.307,145,0.7
10.7,32,1000.0,442,128,104.0,41.0,8.0,163,375,95,0.435,50,142,0.352,66,0.695
11.0,36,1168.0,442,132,127.0,49.0,5.0,147,305,147,0.482,33,91,0.363,115,0.782
9.0,32,711.0,176,48,69.0,17.0,7.0,64,153,49,0.418,20,57,0.351,28,0.571
10.3,34,647.0,229,101,70.0,34.0,13.0,91,239,68,0.381,10,47,0.213,37,0.544
10.9,28,844.0,361,157,46.0,47.0,15.0,126,304,78,0.414,47,140,0.336,62,0.795
9.4,34,840.0,241,90,73.0,23.0,11.0,84,217,74,0.387,22,74,0.297,51,0.689
12.4,25,680.0,142,120,79.0,29.0,7.0,49,123,58,0.398,4,14,0.286,40,0.69
17.3,29,733.0,347,236,37.0,24.0,61.0,141,236,104,0.597,0,1,0.0,65,0.625
15.2,23,451.0,168,136,30.0,27.0,29.0,67,145,47,0.462,7,29,0.241,27,0.574
16.0,32,1057.0,610,167,91.0,43.0,18.0,203,505,171,0.402,72,245,0.294,132,0.772
8.3,34,978.0,333,185,33.0,39.0,34.0,120,274,62,0.438,50,135,0.37,43,0.694
14.0,32,560.0,175,129,34.0,35.0,14.0,60,119,47,0.504,21,54,0.389,34,0.723
27.9,28,647.0,313,227,38.0,25.0,72.0,107,171,143,0.626,1,5,0.2,98,0.685
17.1,32,685.0,242,146,13.0,14.0,39.0,101,174,63,0.58,0,0,0.0,40,0.635
13.3,30,671.0,308,196,21.0,11.0,37.0,118,204,96,0.578,1,3,0.333,71,0.74
10.9,33,957.0,209,232,62.0,24.0,23.0,69,208,77,0.332,26,71,0.366,45,0.584
10.4,31,1027.0,302,91,91.0,21.0,1.0,104,263,49,0.395,58,150,0.387,36,0.735
11.0,32,904.0,407,111,38.0,25.0,1.0,136,314,92,0.433,61,157,0.389,74,0.804
10.0,35,538.0,171,94,55.0,43.0,5.0,61,129,71,0.473,1,8,0.125,48,0.676
18.3,36,1064.0,601,143,165.0,53.0,7.0,214,447,212,0.479,17,69,0.246,156,0.736
14.8,25,892.0,579,143,148.0,40.0,30.0,209,439,168,0.476,52,126,0.413,109,0.649
12.8,38,672.0,174,184,26.0,11.0,34.0,60,148,55,0.405,20,63,0.317,34,0.618
20.3,35,790.0,413,217,24.0,19.0,76.0,164,271,161,0.605,0,0,0.0,85,0.528
15.7,5,139.0,81,19,13.0,4.0,2.0,29,54,16,0.537,11,23,0.478,12,0.75
18.4,33,715.0,400,211,35.0,11.0,32.0,146,262,135,0.557,16,46,0.348,92,0.681
20.1,37,1248.0,532,153,189.0,61.0,18.0,183,377,175,0.485,23,57,0.404,143,0.817
12.8,31,784.0,236,146,35.0,17.0,10.0,86,190,82,0.453,11,28,0.393,53,0.646
7.3,32,1166.0,366,69,130.0,89.0,1.0,126,279,67,0.452,58,151,0.384,56,0.836
14.6,26,868.0,300,195,103.0,52.0,16.0,108,290,94,0.372,19,81,0.235,65,0.691
15.7,38,1187.0,470,303,75.0,34.0,39.0,189,382,180,0.495,16,45,0.356,76,0.422
13.5,29,517.0,164,43,61.0,25.0,0.0,46,117,76,0.393,17,40,0.425,55,0.724
14.0,40,572.0,155,118,18.0,17.0,18.0,54,117,73,0.462,6,15,0.4,41,0.562
15.5,36,441.0,141,83,27.0,29.0,6.0,50,115,43,0.435,10,32,0.313,31,0.721
11.5,34,1017.0,509,103,77.0,21.0,2.0,184,449,81,0.41,71,204,0.348,70,0.864
13.8,32,795.0,328,242,24.0,30.0,51.0,126,234,107,0.538,0,1,0.0,76,0.71
13.7,32,705.0,326,214,18.0,44.0,16.0,126,270,110,0.467,6,31,0.194,68,0.618
11.1,30,926.0,359,137,78.0,46.0,13.0,122,288,109,0.424,30,83,0.361,85,0.78
12.6,39,935.0,405,153,38.0,20.0,22.0,146,296,53,0.493,71,159,0.447,42,0.792
11.5,36,987.0,301,89,72.0,23.0,6.0,106,276,58,0.384,54,159,0.34,35,0.603
13.0,28,130.0,73,38,2.0,6.0,4.0,28,53,24,0.528,4,14,0.286,13,0.542
19.2,35,1163.0,239,120,125.0,54.0,30.0,86,167,26,0.515,49,113,0.434,18,0.692
5.5,20,637.0,211,117,113.0,25.0,1.0,70,184,50,0.38,33,94,0.351,38,0.76
13.6,35,1074.0,485,133,59.0,34.0,5.0,159,379,119,0.42,76,207,0.367,91,0.765
15.7,31,690.0,242,97,35.0,18.0,16.0,88,213,53,0.413,30,108,0.278,36,0.679
22.3,40,649.0,226,145,8.0,20.0,27.0,97,168,63,0.577,0,0,0.0,32,0.508
12.3,34,1010.0,439,86,46.0,45.0,6.0,150,329,98,0.456,65,158,0.411,74,0.755
12.3,31,910.0,323,135,39.0,27.0,11.0,107,256,58,0.418,65,156,0.417,44,0.759
9.2,33,734.0,279,118,34.0,22.0,16.0,85,189,125,0.45,21,63,0.333,88,0.704
13.3,33,889.0,226,124,94.0,56.0,14.0,72,193,122,0.373,4,27,0.148,78,0.639
12.8,34,728.0,265,151,30.0,19.0,9.0,87,174,96,0.5,26,83,0.313,65,0.677
12.9,32,847.0,281,159,42.0,25.0,19.0,97,205,29,0.473,63,139,0.453,24,0.828
17.7,32,747.0,320,160,9.0,19.0,71.0,123,169,100,0.728,0,0,0.0,74,0.74
14.6,37,1207.0,519,166,91.0,40.0,12.0,186,403,93,0.462,60,169,0.355,87,0.935
14.7,27,679.0,211,113,50.0,33.0,7.0,81,209,36,0.388,19,80,0.238,30,0.833
12.8,35,495.0,154,85,23.0,10.0,4.0,46,120,61,0.383,15,44,0.341,47,0.77
11.0,32,1013.0,331,96,127.0,45.0,8.0,114,289,88,0.394,39,93,0.419,64,0.727
18.7,32,602.0,207,159,7.0,17.0,73.0,88,139,50,0.633,0,2,0.0,31,0.62
12.5,35,952.0,414,170,82.0,45.0,23.0,155,382,88,0.406,49,159,0.308,55,0.625
10.8,33,944.0,409,163,61.0,31.0,8.0,127,291,174,0.436,30,95,0.316,125,0.718
6.2,34,1088.0,343,135,46.0,25.0,8.0,109,284,83,0.384,60,169,0.355,65,0.783
12.2,33,971.0,307,163,88.0,32.0,23.0,111,264,28,0.42,65,175,0.371,20,0.714
18.6,12,106.0,41,23,4.0,1.0,14.0,17,25,8,0.68,2,7,0.286,5,0.625
10.8,33,657.0,303,117,36.0,19.0,13.0,104,213,98,0.488,21,55,0.382,74,0.755
14.6,31,638.0,279,68,57.0,26.0,10.0,100,231,24,0.433,63,145,0.434,16,0.667
15.8,36,1246.0,624,244,72.0,41.0,49.0,214,484,170,0.442,80,195,0.41,116,0.682
13.9,32,839.0,383,251,37.0,37.0,49.0,130,256,118,0.508,31,89,0.348,92,0.78
12.1,23,557.0,256,76,43.0,17.0,16.0,89,223,73,0.399,25,97,0.258,53,0.726
10.4,36,895.0,394,90,61.0,20.0,2.0,133,281,102,0.473,51,129,0.395,77,0.755
18.5,25,519.0,211,165,18.0,19.0,65.0,74,137,90,0.54,0,2,0.0,63,0.7
17.9,35,764.0,382,203,39.0,21.0,106.0,119,232,133,0.513,38,96,0.396,106,0.797
10.0,38,1014.0,408,139,88.0,20.0,19.0,157,329,93,0.477,28,92,0.304,66,0.71
12.2,29,684.0,256,85,45.0,36.0,6.0,71,194,125,0.366,19,78,0.244,95,0.76
11.9,34,473.0,147,55,50.0,15.0,2.0,52,110,18,0.473,29,73,0.397,14,0.778
11.9,34,1024.0,471,94,58.0,51.0,5.0,148,358,82,0.413,113,273,0.414,62,0.756
14.2,8,115.0,36,9,4.0,1.0,3.0,13,33,4,0.394,8,23,0.348,2,0.5
13.8,13,278.0,146,79,29.0,15.0,16.0,57,109,38,0.523,8,18,0.444,24,0.632
15.0,37,1137.0,498,217,60.0,28.0,6.0,172,373,155,0.461,45,118,0.381,109,0.703
8.8,27,688.0,306,95,67.0,30.0,12.0,111,247,101,0.449,13,48,0.271,71,0.703
9.2,38,1081.0,523,247,63.0,57.0,15.0,174,390,178,0.446,43,116,0.371,132,0.742
7.4,36,1094.0,423,142,113.0,40.0,8.0,144,349,129,0.413,36,118,0.305,99,0.767
15.3,31,798.0,349,176,7.0,9.0,43.0,138,254,134,0.543,0,0,0.0,73,0.545
13.3,30,646.0,345,134,24.0,27.0,40.0,129,219,133,0.589,8,39,0.205,79,0.594
12.2,35,741.0,147,122,48.0,44.0,22.0,58,142,48,0.408,7,26,0.269,24,0.5
10.6,27,450.0,97,87,10.0,14.0,30.0,38,76,22,0.5,7,24,0.292,14,0.636
15.3,36,1230.0,338,135,192.0,68.0,6.0,132,319,62,0.414,27,103,0.262,47,0.758
14.9,39,1322.0,461,137,217.0,59.0,3.0,135,324,162,0.417,47,124,0.379,144,0.889
6.5,28,344.0,82,54,9.0,5.0,2.0,29,77,12,0.377,14,43,0.326,10,0.833
10.9,34,503.0,245,158,10.0,15.0,29.0,85,173,99,0.491,10,26,0.385,65,0.657
14.2,35,271.0,63,50,10.0,4.0,13.0,23,56,14,0.411,10,35,0.286,7,0.5
3.7,36,1087.0,413,124,98.0,44.0,2.0,147,351,97,0.419,54,173,0.312,65,0.67
12.8,36,961.0,425,129,55.0,34.0,6.0,141,335,99,0.421,55,172,0.32,88,0.889
21.5,29,254.0,127,94,9.0,15.0,25.0,52,90,41,0.578,1,4,0.25,22,0.537
13.9,34,1012.0,407,193,86.0,21.0,21.0,139,321,153,0.433,32,97,0.33,97,0.634
13.0,31,943.0,417,171,40.0,27.0,7.0,148,340,79,0.435,59,153,0.386,62,0.785
11.2,35,680.0,236,111,26.0,10.0,6.0,86,187,36,0.46,40,114,0.351,24,0.667
15.6,31,534.0,254,135,33.0,12.0,41.0,96,166,101,0.578,2,12,0.167,60,0.594
9.2,37,1198.0,576,200,53.0,31.0,10.0,196,440,164,0.445,57,167,0.341,127,0.774
11.4,28,233.0,63,67,5.0,9.0,25.0,28,58,20,0.483,0,1,0.0,7,0.35
13.0,34,1211.0,441,312,92.0,71.0,9.0,163,279,119,0.584,29,66,0.439,86,0.723
14.7,30,461.0,119,68,23.0,9.0,17.0,45,131,15,0.344,21,89,0.236,8,0.533
13.9,31,252.0,103,55,19.0,1.0,5.0,36,79,36,0.456,11,34,0.324,20,0.556
10.3,35,787.0,447,192,24.0,27.0,43.0,171,334,106,0.512,26,63,0.413,79,0.745
16.3,21,105.0,45,19,2.0,0.0,5.0,19,31,13,0.613,0,0,0.0,7,0.538
8.5,32,1090.0,528,172,75.0,25.0,26.0,177,395,194,0.448,34,125,0.272,140,0.722
6.7,30,739.0,283,176,47.0,16.0,35.0,111,210,80,0.529,11,27,0.407,50,0.625
17.4,37,904.0,349,94,66.0,33.0,6.0,127,288,68,0.441,48,128,0.375,47,0.691
13.9,29,868.0,388,125,83.0,32.0,7.0,130,316,120,0.411,48,134,0.358,80,0.667
11.6,36,1042.0,432,157,62.0,30.0,12.0,142,313,110,0.454,63,168,0.375,85,0.773
13.7,32,857.0,338,95,99.0,39.0,5.0,115,249,117,0.462,23,75,0.307,85,0.726
15.2,22,466.0,131,119,13.0,4.0,47.0,52,94,46,0.553,0,1,0.0,27,0.587
14.5,33,354.0,76,36,25.0,6.0,2.0,28,89,14,0.315,13,43,0.302,7,0.5
10.8,34,1075.0,458,87,98.0,28.0,10.0,157,363,115,0.433,54,151,0.358,90,0.783
11.5,36,656.0,353,166,24.0,19.0,19.0,131,274,100,0.478,14,52,0.269,77,0.77
9.0,40,604.0,137,93,16.0,12.0,11.0,54,114,12,0.474,21,58,0.362,8,0.667
20.2,32,729.0,389,241,47.0,33.0,23.0,148,261,156,0.567,0,0,0.0,93,0.596
15.5,36,1113.0,416,331,51.0,46.0,32.0,151,321,147,0.47,22,53,0.415,92,0.626
13.7,36,828.0,313,188,38.0,19.0,16.0,117,240,102,0.488,4,29,0.138,75,0.735
13.9,34,325.0,87,63,16.0,8.0,16.0,32,68,25,0.471,8,27,0.296,15,0.6
13.3,34,577.0,177,126,30.0,21.0,7.0,73,125,59,0.584,4,13,0.308,27,0.458
10.1,29,516.0,155,55,20.0,17.0,2.0,57,160,29,0.356,22,80,0.275,19,0.655
16.8,37,1140.0,576,266,32.0,15.0,19.0,185,376,164,0.492,69,163,0.423,137,0.835
11.6,35,764.0,271,154,57.0,23.0,10.0,96,181,85,0.53,15,43,0.349,64,0.753
12.1,36,598.0,172,103,26.0,11.0,12.0,53,149,59,0.356,25,82,0.305,41,0.695
11.5,19,216.0,65,38,23.0,9.0,6.0,28,59,17,0.475,0,7,0.0,9,0.529
7.7,33,892.0,266,172,33.0,27.0,9.0,99,237,54,0.418,33,106,0.311,35,0.648
10.5,33,687.0,361,111,51.0,28.0,8.0,118,293,82,0.403,65,186,0.349,60,0.732
13.1,26,650.0,280,124,30.0,18.0,2.0,88,187,78,0.471,38,91,0.418,66,0.846
16.2,31,1069.0,433,133,99.0,27.0,12.0,150,351,120,0.427,33,113,0.292,100,0.833
15.9,31,711.0,256,69,113.0,40.0,2.0,83,202,85,0.411,21,64,0.328,69,0.812
7.6,31,688.0,296,73,56.0,35.0,15.0,102,254,91,0.402,24,79,0.304,68,0.747
14.0,29,767.0,380,76,58.0,24.0,4.0,127,324,109,0.392,39,141,0.277,87,0.798
17.4,33,1052.0,631,165,79.0,43.0,7.0,203,442,189,0.459,72,171,0.421,153,0.81
14.8,32,979.0,344,121,140.0,91.0,5.0,132,265,60,0.498,39,97,0.402,41,0.683
10.7,31,963.0,402,180,65.0,24.0,43.0,136,336,114,0.405,43,127,0.339,87,0.763
11.8,33,815.0,345,248,29.0,27.0,19.0,126,215,113,0.586,4,19,0.211,89,0.788
11.9,39,1133.0,581,280,45.0,11.0,4.0,220,419,126,0.525,47,116,0.405,94,0.746
7.2,31,1032.0,522,161,43.0,22.0,10.0,160,397,195,0.403,40,146,0.274,162,0.831
9.6,33,406.0,128,91,17.0,10.0,10.0,46,93,25,0.495,18,43,0.419,18,0.72
13.2,22,696.0,266,66,100.0,33.0,5.0,89,253,92,0.352,28,103,0.272,60,0.652
13.4,36,972.0,300,170,125.0,69.0,37.0,101,231,109,0.437,21,74,0.284,77,0.706
11.8,30,802.0,282,94,98.0,29.0,5.0,100,222,41,0.45,46,102,0.451,36,0.878
14.5,34,628.0,217,123,18.0,19.0,54.0,88,170,80,0.518,0,1,0.0,41,0.513
13.1,30,980.0,315,89,82.0,24.0,8.0,113,237,51,0.477,52,122,0.426,37,0.725
4.0,32,860.0,254,134,47.0,20.0,8.0,90,231,51,0.39,39,107,0.364,35,0.686
17.9,33,483.0,217,124,31.0,27.0,22.0,83,159,65,0.522,2,14,0.143,49,0.754
10.2,34,582.0,126,39,63.0,18.0,1.0,45,105,31,0.429,15,52,0.288,21,0.677
19.6,31,591.0,229,104,52.0,25.0,3.0,84,190,57,0.442,18,72,0.25,43,0.754
17.1,33,1120.0,540,286,79.0,26.0,95.0,197,341,193,0.578,12,40,0.3,134,0.694
14.1,31,630.0,191,164,30.0,20.0,20.0,73,154,71,0.474,8,28,0.286,37,0.521
13.7,38,1218.0,754,95,87.0,36.0,19.0,251,558,180,0.45,104,262,0.397,148,0.822
10.4,32,1082.0,539,184,51.0,33.0,21.0,165,386,186,0.427,58,162,0.358,151,0.812
15.1,37,897.0,376,95,68.0,35.0,4.0,135,284,78,0.475,47,114,0.412,59,0.756
9.3,25,600.0,186,106,47.0,22.0,6.0,64,154,67,0.416,4,19,0.211,54,0.806
20.3,32,1088.0,405,208,201.0,30.0,13.0,133,290,139,0.459,27,88,0.307,112,0.806
15.1,36,1013.0,243,92,134.0,46.0,7.0,77,179,72,0.43,28,69,0.406,61,0.847
14.5,32,660.0,269,82,22.0,15.0,16.0,84,190,51,0.442,64,152,0.421,37,0.725
17.4,34,1139.0,548,203,151.0,62.0,10.0,202,486,166,0.416,34,118,0.288,110,0.663
16.4,36,1267.0,720,186,79.0,35.0,11.0,244,538,152,0.454,113,277,0.408,119,0.783
12.3,31,558.0,224,158,17.0,26.0,39.0,84,166,53,0.506,16,54,0.296,40,0.755
14.0,30,745.0,296,148,23.0,9.0,65.0,116,251,72,0.462,6,20,0.3,58,0.806
10.4,26,291.0,72,31,17.0,8.0,1.0,26,85,6,0.306,15,52,0.288,5,0.833
16.4,33,590.0,136,131,13.0,25.0,19.0,49,106,43,0.462,3,9,0.333,35,0.814
10.0,36,1184.0,289,103,194.0,44.0,2.0,106,256,55,0.414,35,101,0.347,42,0.764
9.6,32,928.0,353,177,45.0,23.0,18.0,114,291,80,0.392,59,175,0.337,66,0.825
11.0,35,878.0,422,160,64.0,23.0,8.0,157,305,100,0.515,38,97,0.392,70,0.7
12.6,32,981.0,515,276,27.0,23.0,28.0,179,314,200,0.57,5,17,0.294,152,0.76
16.5,24,765.0,251,227,38.0,50.0,106.0,98,166,104,0.59,0,0,0.0,55,0.529
14.2,34,1106.0,545,135,92.0,36.0,9.0,203,450,125,0.451,39,111,0.351,100,0.8
13.0,35,682.0,218,58,39.0,21.0,5.0,83,182,26,0.456,31,80,0.388,21,0.808
11.6,28,336.0,159,62,11.0,17.0,3.0,52,112,39,0.464,25,57,0.439,30,0.769
9.7,31,836.0,308,181,66.0,43.0,13.0,98,192,96,0.51,29,75,0.387,83,0.865
11.5,34,734.0,255,197,38.0,23.0,25.0,92,201,55,0.458,34,87,0.391,37,0.673
10.6,37,1141.0,596,201,61.0,48.0,27.0,194,428,241,0.453,28,73,0.384,180,0.747
19.1,28,858.0,454,242,30.0,34.0,76.0,175,284,143,0.616,1,4,0.25,103,0.72
9.5,28,881.0,360,124,57.0,26.0,25.0,125,243,134,0.514,20,70,0.286,90,0.672
7.0,23,655.0,231,86,41.0,23.0,13.0,75,191,109,0.393,7,31,0.226,74,0.679
16.0,32,576.0,236,119,28.0,34.0,7.0,88,161,85,0.547,8,26,0.308,52,0.612
15.6,34,419.0,130,93,26.0,18.0,5.0,49,98,47,0.5,4,18,0.222,28,0.596
11.1,33,395.0,78,73,34.0,15.0,9.0,29,83,32,0.349,0,11,0.0,20,0.625
13.2,36,756.0,333,179,28.0,41.0,13.0,110,248,110,0.444,34,95,0.358,79,0.718
13.4,34,1111.0,572,123,185.0,57.0,20.0,190,470,155,0.404,72,211,0.341,120,0.774
15.0,31,1125.0,416,231,98.0,95.0,37.0,162,334,98,0.485,27,92,0.293,65,0.663
7.7,24,300.0,68,72,37.0,14.0,5.0,25,68,18,0.368,7,26,0.269,11,0.611
9.6,32,952.0,384,88,114.0,35.0,4.0,108,275,189,0.393,34,94,0.362,134,0.709
17.8,34,480.0,125,105,30.0,18.0,30.0,49,106,46,0.462,2,8,0.25,25,0.543
18.9,34,792.0,311,230,23.0,12.0,63.0,128,188,124,0.681,0,1,0.0,55,0.444
13.8,38,476.0,233,53,22.0,20.0,6.0,75,175,52,0.429,40,108,0.37,43,0.827
13.8,21,464.0,200,84,30.0,17.0,11.0,74,157,46,0.471,28,68,0.412,24,0.522
15.6,33,980.0,321,225,51.0,37.0,27.0,125,238,84,0.525,12,53,0.226,59,0.702
17.1,34,918.0,418,230,50.0,35.0,54.0,161,316,118,0.509,9,33,0.273,87,0.737
16.8,30,422.0,124,92,8.0,8.0,11.0,43,99,35,0.434,17,51,0.333,21,0.6
17.6,31,756.0,252,160,30.0,24.0,28.0,88,187,101,0.471,7,25,0.28,69,0.683
14.9,33,586.0,151,74,39.0,16.0,9.0,58,154,15,0.377,26,75,0.347,9,0.6
10.3,30,886.0,180,107,103.0,25.0,3.0,72,166,34,0.434,10,48,0.208,26,0.765
7.1,30,674.0,244,101,25.0,17.0,9.0,84,195,44,0.431,43,113,0.381,33,0.75
11.3,24,154.0,88,52,3.0,9.0,2.0,35,60,22,0.583,2,6,0.333,16,0.727
12.8,39,1105.0,288,131,141.0,45.0,3.0,96,244,63,0.393,50,143,0.35,46,0.73
12.3,25,381.0,194,72,42.0,25.0,19.0,75,158,26,0.475,28,80,0.35,16,0.615
13.6,35,947.0,414,311,57.0,23.0,84.0,167,272,138,0.614,2,5,0.4,78,0.565
15.6,37,683.0,193,65,44.0,16.0,1.0,55,148,64,0.372,30,87,0.345,53,0.828
8.6,26,766.0,278,99,57.0,20.0,3.0,78,194,107,0.402,36,115,0.313,86,0.804
18.1,40,1233.0,599,416,57.0,20.0,31.0,196,391,289,0.501,3,18,0.167,204,0.706
13.5,33,390.0,134,59,37.0,12.0,10.0,39,87,37,0.448,28,55,0.509,28,0.757
10.3,36,1069.0,485,133,70.0,56.0,21.0,154,432,114,0.356,89,267,0.333,88,0.772
9.1,33,683.0,217,55,38.0,16.0,4.0,71,207,52,0.343,40,112,0.357,35,0.673
20.0,28,276.0,100,86,10.0,15.0,13.0,43,83,19,0.518,3,14,0.214,11,0.579
17.7,34,926.0,463,245,29.0,25.0,23.0,171,365,128,0.468,28,84,0.333,93,0.727
6.5,34,436.0,114,89,12.0,18.0,9.0,39,114,37,0.342,15,61,0.246,21,0.568
17.3,37,543.0,189,163,9.0,3.0,33.0,69,112,71,0.616,0,0,0.0,51,0.718
12.5,34,543.0,97,47,24.0,18.0,19.0,36,102,25,0.353,9,38,0.237,16,0.64
11.1,36,1040.0,402,126,65.0,23.0,8.0,134,293,44,0.457,95,211,0.45,39,0.886
13.4,30,818.0,365,198,47.0,25.0,29.0,127,258,139,0.492,13,52,0.25,98,0.705
12.2,31,1013.0,326,290,60.0,35.0,17.0,113,249,97,0.454,21,64,0.328,79,0.814
13.5,30,457.0,94,88,22.0,16.0,25.0,37,94,21,0.394,4,20,0.2,16,0.762
8.8,32,820.0,365,178,57.0,20.0,24.0,131,282,119,0.465,15,77,0.195,88,0.739
-1.4,30,907.0,410,156,76.0,33.0,4.0,146,339,98,0.431,41,127,0.323,77,0.786
18.1,40,1168.0,597,181,189.0,48.0,15.0,208,436,205,0.477,35,104,0.337,146,0.712
14.9,37,699.0,259,114,67.0,38.0,2.0,93,232,52,0.401,36,97,0.371,37,0.712
16.5,35,1188.0,675,198,175.0,55.0,11.0,231,515,156,0.449,95,231,0.411,118,0.756
8.0,36,521.0,185,60,18.0,9.0,3.0,60,144,24,0.417,46,123,0.374,19,0.792
19.6,38,822.0,369,268,33.0,17.0,12.0,145,217,119,0.668,0,0,0.0,79,0.664
13.5,30,453.0,97,89,11.0,10.0,21.0,32,92,45,0.348,6,24,0.25,27,0.6
3.0,33,455.0,106,68,19.0,12.0,3.0,33,100,19,0.33,27,78,0.346,13,0.684
8.0,32,598.0,244,129,29.0,12.0,10.0,92,207,39,0.444,25,83,0.301,35,0.897
4.6,24,408.0,124,83,19.0,16.0,7.0,50,103,33,0.485,5,20,0.25,19,0.576
15.2,33,987.0,632,124,119.0,28.0,3.0,196,438,252,0.447,44,131,0.336,196,0.778
19.0,29,556.0,275,219,42.0,23.0,26.0,112,216,101,0.519,0,2,0.0,51,0.505
18.1,34,1048.0,436,262,45.0,28.0,61.0,166,290,137,0.572,0,2,0.0,104,0.759
15.2,32,425.0,173,143,6.0,14.0,28.0,53,110,110,0.482,0,0,0.0,67,0.609
19.1,33,1151.0,632,388,158.0,65.0,27.0,216,386,297,0.56,1,3,0.333,199,0.67
